"","animal_id","animal_name","animal_type","primary_color","secondary_color","sex","dob","intake_date","intake_condition","intake_type","intake_subtype","reason_for_intake","outcome_date","crossing","jurisdiction","outcome_type","outcome_subtype","latitude","longitude","outcome_is_dead","was_outcome_alive","geopoint","color","intake"
"94","A644712",NA,"cat","lynx point",NA,"Spayed",2020-03-02,2020-07-02,"normal","stray","otc",NA,2020-07-09,"100 BLK E 52ND ST, LONG BEACH, CA 90805","Long Beach","rescue","catpaws",33.8504744,-118.1936361,FALSE,TRUE,"33.8504744, -118.1936361","grey","normal"
"95","A643145","*pancakes","cat","black","white","Spayed",2020-03-27,2020-08-14,"normal","return","adoption","nofriendly",2020-09-09,"1000 BLK E OCEAN BLVD, LONG BEACH, CA 90802","Long Beach","rescue","lbsnnres",33.7657333,-118.1808587,FALSE,TRUE,"33.7657333, -118.1808587","black","normal"
"96","A672802","found","cat","orange",NA,"Female",2022-03-08,2022-04-08,"ill severe","stray","otc",NA,2022-04-08,"100 BLK E 57TH ST, LONG BEACH, CA 90805","Long Beach","euthanasia","ill severe",33.8581828,-118.1953974,TRUE,FALSE,"33.8581828, -118.1953974","orange","severe"
"97","A650369","*taz","cat","brown  tabby",NA,"Neutered",2020-07-21,2020-10-21,"normal","stray","otc",NA,2020-10-30,"100 BLK E 59TH ST, LONG BEACH, CA 90805","Long Beach","adoption","web",33.8627431,-118.1943384,FALSE,TRUE,"33.8627431, -118.1943384","other","normal"
"98","A606851","rhythm","cat","black","white","Spayed",2017-03-14,2018-04-28,"normal","stray","otc",NA,2018-05-03,"1000 BLK E PACIFIC COAST HWY, LONG BEACH, CA 90806","Long Beach","return to owner","microchip",33.7898585,-118.1806444,FALSE,TRUE,"33.7898585, -118.1806444","black","normal"
"99","A677105","*sandy","cat","gray",NA,"Female",2022-05-09,2022-06-09,"ill mild","stray","otc",NA,2022-06-12,"1000 BLK E PACIFIC COAST HWY, LONG BEACH, CA 90806","Long Beach","rescue","catpaws",33.7898585,-118.1806444,FALSE,TRUE,"33.7898585, -118.1806444","grey","mild"
"100","A703496","*precious","cat","white","orange","Female",2023-06-25,2023-07-25,"ill moderatete","stray","field",NA,2023-08-03,"1000 BLK E SALT LAKE ST","Long Beach","rescue","littlepaws",33.7962103,-118.1806361,FALSE,TRUE,"33.7962103, -118.1806361","white","moderate"
"101","A605197","hashbrown","cat","white","orange","Spayed",2016-03-23,2018-03-23,"normal","owner surrender","otc","landlord",2018-04-18,"1000 BLK E SAN ANTONIO DR, LONG BEACH, CA 90807","Long Beach","rescue","catcove",33.8385989,-118.181333,FALSE,TRUE,"33.8385989, -118.181333","white","normal"
"102","A615810",NA,"cat","orange tabby",NA,"Male",2018-07-22,2018-10-06,"normal","stray","otc",NA,2018-10-06,"100 BLK E 69TH ST, LONG BEACH, CA 90805","Long Beach","euthanasia","ill modera",33.8793159,-118.2026829,TRUE,FALSE,"33.8793159, -118.2026829","orange","normal"
"103","A649083","*bobby","cat","gray","white","Male",2019-09-17,2020-09-17,"normal","owner surrender","otc","owner prob",2020-09-19,"100 BLK E ADAIR ST, LONG BEACH, CA 90805","Long Beach","transfer","spcala",33.8639455,-118.1925682,FALSE,TRUE,"33.8639455, -118.1925682","grey","normal"
"104","A668590","pancake","cat","white","orange","Neutered",2019-12-29,2021-12-29,"normal","stray","otc",NA,2022-01-08,"100 BLK E ARBOR ST, LONG BEACH, CA 90805","Long Beach","transfer","spcala",33.8435268,-118.1926551,FALSE,TRUE,"33.8435268, -118.1926551","white","normal"
"105","A658956","*mason","cat","gray","white","Neutered",2021-04-29,2021-06-17,"ill severe","stray","field",NA,2021-07-14,"100 BLK E ARTESIA BLVD, LONG BEACH, CA 90805","Long Beach","adoption","web",33.8742238,-118.2026551,FALSE,TRUE,"33.8742238, -118.2026551","grey","severe"
"106","A603504","*toby","cat","brown  tabby","white","Spayed",2017-06-07,2018-02-07,"fractious","stray","field",NA,2018-03-20,"100 BLK E ARTESIA BLVD, LONG BEACH, CA 90805","Long Beach","shelter, neuter, return","straycatal",33.8742238,-118.2026551,FALSE,TRUE,"33.8742238, -118.2026551","other","feral_fractious"
"107","A652545",NA,"cat","brown  tabby","white","Unknown",2015-12-23,2020-12-23,"ill severe","stray","field",NA,2020-12-23,"1000 BLK GARDENIA AVE, LONG BEACH, CA 90813","Long Beach","euthanasia","at vet",33.77899,-118.1687261,TRUE,FALSE,"33.77899, -118.1687261","other","severe"
"108","A603546","*cornchip","cat","orange","white","Neutered",2017-08-08,2018-02-08,"fractious","stray","trap",NA,2018-02-22,"100 BLK E ARTESIA BLVD, LONG BEACH, CA 90805","Long Beach","shelter, neuter, return","straycatal",33.8742238,-118.2026551,FALSE,TRUE,"33.8742238, -118.2026551","orange","feral_fractious"
"109","A626666",NA,"cat","white","black","Spayed",2017-05-19,2019-05-19,"fractious","stray","otc",NA,2019-06-04,"1000 BLK GAVIOTA AVE, LONG BEACH, CA 90703","Long Beach","shelter, neuter, return","straycatal",33.7789752,-118.1709214,FALSE,TRUE,"33.7789752, -118.1709214","white","feral_fractious"
"110","A603584","*ravioli","cat","brown  tabby",NA,"Neutered",2014-02-09,2018-02-09,"fractious","stray","trap",NA,2018-03-23,"100 BLK E ARTESIA BLVD, LONG BEACH, CA 90805","Long Beach","euthanasia","ill modera",33.8742238,-118.2026551,TRUE,FALSE,"33.8742238, -118.2026551","other","feral_fractious"
"111","A603467","*snausages","cat","brown  tabby","white","Spayed",2015-02-06,2018-02-06,"fractious","stray","field",NA,2018-02-22,"100 BLK E ARTESIA BLVD, LONG BEACH, CA 90805","Long Beach","shelter, neuter, return","straycatal",33.8742238,-118.2026551,FALSE,TRUE,"33.8742238, -118.2026551","other","feral_fractious"
"112","A681370","fernando","cat","cream","brown","Male",2022-06-03,2022-08-03,"normal","stray","otc",NA,2022-08-05,"100 BLK E BROADWAY, LONG BEACH, CA 90802","Long Beach","return to owner","walkin",33.7692949,-118.1923932,FALSE,TRUE,"33.7692949, -118.1923932","tan","normal"
"113","A619393","luna","cat","black","white","Female",2017-12-28,2018-12-28,"normal","owner surrender","otc","move",2018-12-29,"100 BLK E CANTON ST, LONG BEACH, CA 90806","Long Beach","transfer","spcala",33.8107849,-118.191319,FALSE,TRUE,"33.8107849, -118.191319","black","normal"
"114","A578255","*deven","cat","brown  tabby",NA,"Neutered",2013-09-04,2022-06-07,"ill moderatete","stray","field",NA,2022-06-07,"100 BLK E ELDRIDGE ST, LONG BEACH, CA 90807","Long Beach","euthanasia","at vet",33.812501,-118.192098,TRUE,FALSE,"33.812501, -118.192098","other","moderate"
"115","A683962","poe","cat","black",NA,"Spayed",2022-05-14,2022-09-14,"normal","stray","otc",NA,2022-09-25,"100 BLK E ELLIS ST, LONG BEACH, CA 90805","Long Beach","adoption","petsup+",33.8566144,-118.1952897,FALSE,TRUE,"33.8566144, -118.1952897","black","normal"
"116","A649444","*annie lynn","cat","black","white","Female",2017-09-28,2020-09-28,"ill moderatete","stray","field",NA,2020-10-12,"1000 BLK LEWIS AVE, LONG BEACH, CA 90813","Long Beach","rescue","littlelion",33.7789754,-118.1795513,FALSE,TRUE,"33.7789754, -118.1795513","black","moderate"
"117","A606443","*moonbeam","cat","black",NA,"Spayed",2017-09-20,2018-04-20,"normal","stray","otc",NA,2018-06-01,"100 BLK E ELLIS ST, LONG BEACH, CA 90805","Long Beach","adoption","spcala",33.8566144,-118.1952897,FALSE,TRUE,"33.8566144, -118.1952897","black","normal"
"118","A640971","*a640971","cat","black",NA,"Neutered",2019-03-11,2020-03-11,"normal","stray","otc",NA,2020-03-19,"100 BLK E ELLIS ST, LONG BEACH, CA 90805","Long Beach","shelter, neuter, return","straycatal",33.8566144,-118.1952897,FALSE,TRUE,"33.8566144, -118.1952897","black","normal"
"119","A673531","*benjamin","cat","chocolate point",NA,"Neutered",2018-04-25,2022-04-24,"ill severe","stray","field",NA,2022-08-07,"100 BLK E GORDON ST, LONG BEACH, CA 90805","Long Beach","adoption","web",33.8649109,-118.1998867,FALSE,TRUE,"33.8649109, -118.1998867","brown","severe"
"120","A728593","*raven","cat","black",NA,"Male",2024-08-13,2024-09-13,"ill moderatete","stray","field",NA,2024-09-14,"100 BLK E HILL ST, LONG BEACH, CA 90806","Long Beach","rescue","littlelion",33.7971283,-118.1925701,FALSE,TRUE,"33.7971283, -118.1925701","black","moderate"
"121","A682243","bella","cat","black","white","Spayed",2013-02-01,2022-08-19,"normal","owner surrender","otc","allergic",2022-08-27,"1000 BLK LIME AVE, LONG BEACH, CA 90813","Long Beach","adoption","walkin",33.7789839,-118.183959,FALSE,TRUE,"33.7789839, -118.183959","black","normal"
"122","A630039",NA,"cat","gray tabby","white","Female",2019-05-17,2019-07-17,"normal","stray","otc",NA,2019-07-19,"1000 BLK LIME AVE, LONG BEACH, CA 90813","Long Beach","transfer","spcala",33.7789839,-118.183959,FALSE,TRUE,"33.7789839, -118.183959","grey","normal"
"123","A726159","*cupid","cat","snowshoe","white","Spayed",2023-08-10,2024-08-02,"normal","stray","aban field",NA,2024-08-24,"100 BLK E MARKET ST","Long Beach","adoption","web",33.8540501,-118.1935729,FALSE,TRUE,"33.85405009999999, -118.1935729","multi","normal"
"124","A607875","*star","cat","black",NA,"Female",2018-05-16,2018-05-19,"normal","stray","otc",NA,2018-08-31,"100 BLK E MARKET ST, LONG BEACH, CA 90805","Long Beach","rescue","fndanifoun",33.8540693,-118.1935615,FALSE,TRUE,"33.8540693, -118.1935615","black","normal"
"125","A607877","*ringo","cat","black","white","Male",2018-05-16,2018-05-19,"normal","stray","otc",NA,2018-08-31,"100 BLK E MARKET ST, LONG BEACH, CA 90805","Long Beach","rescue","fndanifoun",33.8540693,-118.1935615,FALSE,TRUE,"33.8540693, -118.1935615","black","normal"
"126","A607878",NA,"cat","gray tabby",NA,"Female",2018-05-16,2018-05-19,"normal","stray","otc",NA,2018-08-11,"100 BLK E MARKET ST, LONG BEACH, CA 90805","Long Beach","rescue","catpaws",33.8540693,-118.1935615,FALSE,TRUE,"33.8540693, -118.1935615","grey","normal"
"127","A585497",NA,"cat","black",NA,"Male",2016-10-07,2017-02-07,"normal","stray","field",NA,2017-02-11,"100 BLK E MARKET ST, LONG BEACH, CA 90805","Long Beach","return to owner","walkin",33.8540693,-118.1935615,FALSE,TRUE,"33.8540693, -118.1935615","black","normal"
"128","A650199","*boogie","cat","orange","white","Neutered",2020-06-16,2020-10-16,"normal","stray","field",NA,2020-11-04,"100 BLK E MARKET, LONG BEACH, CA 90806","Long Beach","adoption","web",33.8540693,-118.1935615,FALSE,TRUE,"33.8540693, -118.1935615","orange","normal"
"129","A728574",NA,"cat","brown  tabby","white","Male",2024-08-12,2024-09-12,"ill severe","stray","field",NA,2024-09-12,"100 BLK E NORTON ST, LB 90805","Long Beach","euthanasia","at vet",33.8584052,-118.1898668,TRUE,FALSE,"33.8584052, -118.1898668","other","severe"
"130","A587498","*slugsworth","cat","black",NA,"Neutered",2012-03-24,2017-03-24,"ill severe","stray","field",NA,2017-07-05,"1000 BLK MAINE AVE, LONG BEACH, CA 90813","Long Beach","adoption","pfe/pawshp",33.7789934,-118.2006268,FALSE,TRUE,"33.7789934, -118.2006268","black","severe"
"131","A649821","*winter","cat","tricolor","white","Spayed",2019-10-08,2020-10-08,"normal","stray","otc",NA,2020-10-23,"1000 BLK MARTIN LUTHER KING JR AVE, LONG BEACH, CA 90813","Long Beach","adoption","spec evt",33.778863,-118.1805306,FALSE,TRUE,"33.778863, -118.1805306","multi","normal"
"132","A730230","*curb","cat","black",NA,"Neutered",2024-04-16,2024-10-16,"ill severe","stray","field",NA,2024-11-01,"1000 BLK MARTIN LUTHER KING JR AVE, LONG BEACH, CA 90813","Long Beach","community cat","friendly",33.778863,-118.1805306,FALSE,TRUE,"33.778863, -118.1805306","black","severe"
"133","A607327",NA,"cat","brown  tabby",NA,"Unknown",2016-05-08,2018-05-08,"ill severe","stray","field",NA,2018-05-08,"1000 BLK MARTIN LUTHER KING JR, LONG BEACH, CA 90813","Long Beach","euthanasia","at vet",33.778863,-118.1805306,TRUE,FALSE,"33.778863, -118.1805306","other","severe"
"134","A631126","*tinsel","cat","gray tabby","black","Spayed",2019-07-27,2019-08-02,"normal","stray","otc",NA,2019-12-15,"1000 BLK MYRTLE AVE, LONG BEACH, CA 90813","Long Beach","adoption","spec evt",33.7789718,-118.1817845,FALSE,TRUE,"33.7789718, -118.1817845","grey","normal"
"135","A627943",NA,"cat","gray","white","Male",2019-05-08,2019-06-08,"normal","stray","otc",NA,2019-06-12,"1000 BLK MYRTLE AVE, LONG BEACH, CA 90813","Long Beach","transfer","spcala",33.7789718,-118.1817845,FALSE,TRUE,"33.7789718, -118.1817845","grey","normal"
"136","A627942",NA,"cat","tortie dilute","gray","Female",2019-05-08,2019-06-08,"normal","stray","otc",NA,2019-06-12,"1000 BLK MYRTLE AVE, LONG BEACH, CA 90813","Long Beach","transfer","spcala",33.7789718,-118.1817845,FALSE,TRUE,"33.7789718, -118.1817845","multi","normal"
"137","A631130","*dancer","cat","brown  tabby",NA,"Neutered",2019-07-27,2019-08-02,"normal","stray","otc",NA,2019-12-26,"1000 BLK MYRTLE AVE, LONG BEACH, CA 90813","Long Beach","transport","other shel",33.7789718,-118.1817845,FALSE,TRUE,"33.7789718, -118.1817845","other","normal"
"138","A680979","tazmania","cat","brown  tabby",NA,"Spayed",2022-05-27,2022-07-27,"normal","stray","field",NA,2022-07-31,"1000 BLK N ALMOND CT, LONG BEACH, CA 90813","Long Beach","adoption",NA,33.7789711,-118.1751043,FALSE,TRUE,"33.7789711, -118.1751043","other","normal"
"139","A707665",NA,"cat","brown  tabby",NA,"Unknown",2023-06-27,2023-09-27,"ill severe","stray","field",NA,2023-09-27,"1000 BLK N ALMOND CT, LONG BEACH, CA 90813","Long Beach","euthanasia","ill severe",33.7789711,-118.1751043,TRUE,FALSE,"33.7789711, -118.1751043","other","severe"
"140","A610304",NA,"cat","black",NA,"Female",2016-06-27,2018-06-27,"ill severe","stray","otc",NA,2018-06-27,"1000 BLK N ALMOND CT, LONG BEACH, CA 90813","Long Beach","euthanasia","ill severe",33.7789711,-118.1751043,TRUE,FALSE,"33.7789711, -118.1751043","black","severe"
"141","A676352","*prince humperdink","cat","black",NA,"Male",2022-05-02,2022-06-02,"ill moderatete","stray","field",NA,2022-06-05,"1000 BLK N ALMOND CT, LONG BEACH, CA 90813","Long Beach","rescue","catpaws",33.7789711,-118.1751043,FALSE,TRUE,"33.7789711, -118.1751043","black","moderate"
"142","A666801",NA,"cat","black","white","Neutered",2013-11-14,2021-11-14,"normal","stray","otc",NA,2021-11-28,"1000 BLK N MINERVA PARK, LONG BEACH, CA 90813","Long Beach","community cat",NA,33.7795796,-118.1699714,FALSE,TRUE,"33.7795796, -118.1699714","black","normal"
"143","A691696","*biscuit","cat","tortie",NA,"Female",2022-09-11,2023-01-11,"normal","owner surrender","otc","owner prob",2023-01-12,"100 BLK E. 52ND ST, LONG BEACH, CA 90805","Long Beach","transfer","spcala",33.8504744,-118.1936361,FALSE,TRUE,"33.8504744, -118.1936361","multi","normal"
"144","A658688",NA,"cat","gray tabby",NA,"Male",2017-06-10,2021-06-10,"ill severe","stray","field",NA,2021-06-11,"1000 BLK NEWPORT AVE, LONG BEACH, CA 90804","Long Beach","euthanasia",NA,33.7789663,-118.1513203,TRUE,FALSE,"33.7789663, -118.1513203","grey","severe"
"145","A596421","cuko","cat","black",NA,"Male",2016-12-02,2017-09-02,"normal","owner surrender","otc","owner prob",2017-09-22,"1000 BLK OBISPO AVE, LONG BEACH, CA 90804","Long Beach","rescue","catcove",33.778969,-118.1545877,FALSE,TRUE,"33.778969, -118.1545877","black","normal"
"146","A591279","pinga","cat","gray",NA,"Female",2001-06-03,2017-06-03,"normal","owner surrender","otc","ill",2017-06-26,"1000 BLK OLIVE AVE, LONG BEACH, CA 90813","Long Beach","euthanasia","ill severe",33.7789912,-118.1828784,TRUE,FALSE,"33.7789912, -118.1828784","grey","normal"
"147","A724663","* stanky","cat","black","white","Male",2024-06-29,2024-07-14,"ill severe","stray","otc",NA,2024-07-14,"100 BLK LINDEN AVE, LB","Long Beach","euthanasia","ill severe",33.7683347,-118.1860924,TRUE,FALSE,"33.7683347, -118.1860924","black","severe"
"148","A607456",NA,"cat","calico",NA,"Female",2018-03-27,2018-05-11,"normal","stray","field",NA,2018-05-13,"1000 BLK ORANGE AVE, LONG BEACH, CA 90813","Long Beach","rescue","catpaws",33.7791565,-118.1760129,FALSE,TRUE,"33.7791565, -118.1760129","multi","normal"
"149","A612433","cat 4","cat","yellow",NA,"Spayed",2017-02-05,2018-08-05,"normal","owner surrender","otc",NA,2018-09-07,"1000 BLK ORANGE AVE, LONG BEACH, CA 90813","Long Beach","euthanasia","beh modera",33.7791565,-118.1760129,TRUE,FALSE,"33.7791565, -118.1760129","yellow","normal"
"150","A665918","yoshi","cat","orange",NA,"Neutered",2021-08-30,2021-10-28,"normal","welfare seized","hospital",NA,2021-12-04,"1000 BLK PACIFIC AVE, LONG BEACH, CA 90813","Long Beach","rescue","littlepaws",33.7789911,-118.1934664,FALSE,TRUE,"33.7789911, -118.1934664","orange","normal"
"151","A665921","zinda","cat","black",NA,"Male",2009-10-28,2021-10-28,"normal","welfare seized","hospital",NA,2021-11-11,"1000 BLK PACIFIC AVE, LONG BEACH, CA 90813","Long Beach","return to owner","walkin",33.7789911,-118.1934664,FALSE,TRUE,"33.7789911, -118.1934664","black","normal"
"152","A665920","blue","cat","gray tabby",NA,"Female",2021-09-28,2021-10-28,"normal","welfare seized","hospital",NA,2021-11-11,"1000 BLK PACIFIC AVE, LONG BEACH, CA 90813","Long Beach","return to owner","walkin",33.7789911,-118.1934664,FALSE,TRUE,"33.7789911, -118.1934664","grey","normal"
"153","A665926","*jordan","cat","black",NA,"Neutered",2012-11-12,2021-10-28,"normal","welfare seized","hospital",NA,2022-01-09,"1000 BLK PACIFIC AVE, LONG BEACH, CA 90813","Long Beach","adoption","web",33.7789911,-118.1934664,FALSE,TRUE,"33.7789911, -118.1934664","black","normal"
"154","A665927","itty-bitty","cat","black",NA,"Male",2021-02-28,2021-10-28,"normal","welfare seized","hospital",NA,2021-11-11,"1000 BLK PACIFIC AVE, LONG BEACH, CA 90813","Long Beach","return to owner","walkin",33.7789911,-118.1934664,FALSE,TRUE,"33.7789911, -118.1934664","black","normal"
"155","A730319","sadie","cat","white","gray tabby","Spayed",2019-10-18,2024-10-23,"ill moderatete","return","adoption","ill",2024-10-24,"100 BLK N LORETTA WALK LONG BEACH CA 90803","Long Beach","euthanasia","at vet",33.7552593,-118.1216093,TRUE,FALSE,"33.7552593, -118.1216093","white","moderate"
"156","A682794","sam","cat","orange tabby","white","Neutered",2017-09-07,2022-08-31,"normal","owner surrender","otc","landlord",2023-01-05,"1000 BLK PACIFIC AVE, LONG BEACH, CA 90813","Long Beach","adoption","web",33.7789911,-118.1934664,FALSE,TRUE,"33.7789911, -118.1934664","orange","normal"
"157","A636792","wilson","cat","gray tabby",NA,"Female",2019-03-27,2019-11-27,"normal","owner surrender","otc",NA,2019-12-27,"1000 BLK PARK AVE, LONG BEACH, CA 90804","Long Beach","rescue","littlepaws",33.7789644,-118.1397564,FALSE,TRUE,"33.7789644, -118.1397564","grey","normal"
"158","A626040","jack black","cat","black",NA,"Neutered",2011-05-08,2019-05-08,"normal","owner surrender","otc","owner prob",2019-06-23,"100 BLK PARK AVE, LONG BEACH, CA 90803","Long Beach","adoption","social med",33.7586182,-118.1398911,FALSE,TRUE,"33.7586182, -118.1398911","black","normal"
"159","A644675","a644675","cat","black","white","Spayed",2019-07-01,2020-07-01,"fractious","stray","field",NA,2020-07-31,"100 BLK PIER S AVE, LONG BEACH, CA 90802","Long Beach","rescue","kittybunga",33.7583325,-118.2403305,FALSE,TRUE,"33.7583325, -118.2403305","black","feral_fractious"
"160","A728636","*mlem","cat","brown  tabby","white","Neutered",2024-07-21,2024-09-14,"ill mild","stray","otc",NA,2024-10-09,"1000 BLK SALT LAKE ST, LONG BEACH 90806","Long Beach","adoption","web",33.7962144,-118.180675,FALSE,TRUE,"33.7962144, -118.180675","other","mild"
"161","A644676","*velvet","cat","black",NA,"Female",2020-05-01,2020-07-01,"normal","stray","field",NA,2020-07-24,"100 BLK PIER S AVE, LONG BEACH, CA 90802","Long Beach","rescue","catpaws",33.7583325,-118.2403305,FALSE,TRUE,"33.7583325, -118.2403305","black","normal"
"162","A645261","*zepplin","cat","black",NA,"Male",2020-05-09,2020-07-09,"fractious","stray","field",NA,2020-07-24,"100 BLK PIER S AVE, LONG BEACH, CA 90802","Long Beach","rescue","catpaws",33.7583325,-118.2403305,FALSE,TRUE,"33.7583325, -118.2403305","black","feral_fractious"
